genome	mge_genome_position	IS_Tn	Integron	Phage	Phage_like	Conjugative_element	Mobility_island	mge_length	phage_genes	conjugation_genes	recombinase
237609.SAMN02929205	237609.SAMN02929205.CP009048:1926335-2141561	1	0	0	1	0	0	215226	1	0	rve,Int_BPP-1,Phage_integrase,Phage_integrase
237609.SAMN02929205	237609.SAMN02929205.CP009048:2149669-3541156	14	0	0	0	1	0	1391487	0	20	Phage_integrase,Int_SXT,rve,rve,rve,rve,rve,DDE_Tnp_IS66,rve,Phage_integrase,RitC,Phage_integrase,rve,DDE_Tnp_1,rve,ser_ce,ser_ce,DDE_Tnp_Tn3,DDE_Tnp_Tn3,ser_ce,ser_ce,rve,ser_lsr,rve,Int_SXT
237609.SAMN02929205	237609.SAMN02929205.CP009048:1274903-1325559	1	0	0	1	0	0	50656	0	0	rve,Phage_integrase
1496.SAMEA2239355	1496.SAMEA2239355.FUSQ01000027:85-41429	1	0	1	0	0	0	41344	3	0	ser_ce,Phage_integrase
340188.SAMN03264994	340188.SAMN03264994.MZDL01000017:216-103476	3	0	0	0	1	0	103260	0	14	Phage_integrase,rve,DDE_Tnp_1,rve
550.SAMEA2273291	550.SAMEA2273291.FJWZ01000038:138-9584	1	0	0	1	0	0	9446	0	0	Phage_integrase,rve
1313.SAMEA1024025	1313.SAMEA1024025.CKCQ01000022:16196-34469	1	0	0	0	0	1	18273	0	0	DDE_Tnp_ISL3,ser_lsr,ser_lsr
1281089.SAMN01885801	1281089.SAMN01885801.KE700364:348536-532667	11	0	0	1	0	0	184131	0	0	Int_SXT,rve,rve,Transposase_20,DDE_Tnp_IS66,rve,DEDD_Tnp_IS110,DDE_Tnp_IS1,DDE_Tnp_IS1,rve,Int_SXT,DDE_3,Phage_integrase,Transposase_31
1280980.SAMN01885692	1280980.SAMN01885692.KE699104:933820-993958	1	0	1	0	0	0	60138	14	0	DDE_Tnp_1,Phage_integrase
1280980.SAMN01885692	1280980.SAMN01885692.KE699104:1664559-1742126	3	0	1	0	0	0	77567	15	0	DDE_Tnp_1,DDE_Tnp_1,Int_P2,DDE_Tnp_IS1
1280980.SAMN01885692	1280980.SAMN01885692.KE699104:512180-561568	1	0	1	0	0	0	49388	13	0	Int_BPP-1,ser_ce
1280980.SAMN01885692	1280980.SAMN01885692.KE699104:45520-113934	2	0	0	0	1	0	68414	0	9	DDE_Tnp_1,DDE_Tnp_IS1,Int_SXT
318456.SAMN03295467	318456.SAMN03295467.JZTC01000001:180282-621250	1	0	0	1	0	0	440968	0	0	rve,Phage_integrase,Phage_integrase
79672.SAMN05934574	79672.SAMN05934574.MOOV01000135:253-21311	2	0	0	1	0	0	21058	0	0	rve,DDE_Tnp_1,Phage_integrase
1392.SAMN02736952	1392.SAMN02736952.KN050648:849937-890318	1	0	0	1	0	0	40381	0	0	Phage_integrase,OrfB_IS605
1212580.SAMN03276481	1212580.SAMN03276481.AMKH01000060:114122-150348	4	0	0	0	0	1	36226	0	0	DDE_Tnp_1,DDE_3,Transposase_20,Int_SXT,Transposase_20
1212580.SAMN03276481	1212580.SAMN03276481.AMKH01000060:649266-667932	2	0	0	0	0	1	18666	0	0	rve,rve_3,Int_SXT
1157022.SAMN00792147	1157022.SAMN00792147.KB821231:613982-621702	1	0	0	1	0	0	7720	0	0	Phage_integrase,TnpA
90370.SAMEA1903757	90370.SAMEA1903757.CGSA01000014:59276-98103	1	0	0	0	0	1	38827	0	0	Int_SXT,rve_3
386891.SAMN03577766	386891.SAMN03577766.CP011376:2119518-2167032	2	0	0	1	0	0	47514	0	0	DDE_Tnp_4,DDE_Tnp_1_3,Phage_integrase
386891.SAMN03577766	386891.SAMN03577766.CP011376:1604587-1686712	1	0	1	0	0	0	82125	19	0	huh_y1,Phage_integrase
386891.SAMN03577766	386891.SAMN03577766.CP011376:256046-330995	1	0	1	0	0	0	74949	4	0	Int_SXT,huh_y1
1173955.SAMN01816334	1173955.SAMN01816334.LHQW01000010:150636-172318	1	0	0	1	0	0	21682	0	0	Int_SXT,ser_ce,Phage_integrase
573.SAMEA3515311	573.SAMEA3515311.FBSH01000016:176-16700	2	0	0	1	0	0	16524	0	0	Phage_integrase,DDE_Tnp_1_5,DDE_Tnp_IS1
1280.SAMN03658603	1280.SAMN03658603.LFOG01000006:33952-69196	1	0	1	0	0	0	35244	7	0	Phage_integrase,DDE_Tnp_ISL3
1035191.SAMN02436690	1035191.SAMN02436690.KB291729:74191-108292	2	0	0	0	0	1	34101	0	0	DDE_Tnp_1_6,DEDD_Tnp_IS110,Int_SXT
1185650.SAMEA2275728	1185650.SAMEA2275728.FVMJ01000002:87029-100046	1	0	0	0	0	1	13017	0	0	Int_Tn916,ser_ce
1185650.SAMEA2150512	1185650.SAMEA2150512.FSMW01000024:124-40861	2	0	0	1	0	0	40737	0	0	TnpA,Phage_integrase,Tn7_Tnp_TnsA_N
90370.SAMEA2056533	90370.SAMEA2056533.CJYN01000001:83885-96366	1	0	0	1	0	0	12481	0	0	Transposase_mut,Phage_integrase
985002.SAMEA3449099	985002.SAMEA3449099.FQRM01000005:574-22938	1	0	0	0	0	1	22364	0	0	ser_ce,Mob_Pre,Mob_Pre,ser_ce,ser_ce
101571.SAMN03449572	101571.SAMN03449572.LPIU01000025:332-147035	2	0	0	0	1	0	146703	1	14	Phage_integrase,TrwC,Xer,Xer,rve,DEDD_Tnp_IS110
983918.SAMN02471892	983918.SAMN02471892.AEVV03000013:1-30558	2	0	0	0	1	0	30557	0	1	ser_ce,Phage_integrase,Phage_integrase,rve,MobA_MobL
1446678.SAMN02353102	1446678.SAMN02353102.JHIP01000028:22243-70917	1	0	1	0	0	0	48674	16	0	rve,ser_ce
1428.SAMN04819579	1428.SAMN04819579.LXLL01000055:429-31736	3	0	0	1	0	0	31307	0	0	Phage_integrase,OrfB_IS605,PDDEXK_2,OrfB_IS605
1120992.SAMN02440443	1120992.SAMN02440443.KB894594:115-112638	3	0	0	1	0	0	112523	0	0	rve,Phage_integrase,Cyan,OrfB_IS605,huh_y1
1280.SAMEA1317383	1280.SAMEA1317383.FGGE01000021:18234-25657	1	0	0	1	0	0	7423	0	0	TnpA,Phage_integrase
1313.SAMEA2238425	1313.SAMEA2238425.FDYV01000017:82-34314	2	0	0	0	1	0	34232	0	1	MobA_MobL,ser_lsr,Relaxase,DDE_Tnp_1,DDE_Tnp_1_6,ser_lsr
1173843.SAMN01088037	1173843.SAMN01088037.AMOE01000089:43446-57235	2	0	0	1	0	0	13789	0	0	Phage_integrase,Phage_integrase,Transposase_mut,Transposase_mut
1491.SAMN03779984	1491.SAMN03779984.LFRB01000009:40221-66745	1	0	1	0	0	0	26524	2	0	Phage_integrase,ser_ce
1268993.SAMN02436869	1268993.SAMN02436869.KI532782:11-19741	2	0	0	1	0	0	19730	0	0	DDE_Tnp_ISL3,rve,Phage_integrase
1280.SAMEA1464692	1280.SAMEA1464692.FGYN01000023:444-6969	1	0	0	1	0	0	6525	0	0	Phage_integrase,TnpA
1282.SAMN03197970	1282.SAMN03197970.JUUA01000019:277-6144	1	0	0	1	0	0	5867	0	0	Phage_integrase,TnpA
85569.SAMEA1568540	85569.SAMEA1568540.CQGP01000014:1010-93754	5	0	0	0	1	0	92744	0	15	TrwC,Transposase_31,ser_ce,rve,DDE_3,huh_y1,Phage_integrase
1214212.SAMN02469518	1214212.SAMN02469518.ALNE01000022:8726-16529	3	0	0	1	0	0	7803	0	0	Phage_integrase,rve,DDE_Tnp_IS66,DDE_Tnp_IS66
1446593.SAMN02352971	1446593.SAMN02352971.JHFQ01000095:57927-62793	1	0	0	1	0	0	4866	0	0	Phage_integrase,rve
287.SAMN04128753	287.SAMN04128753.LLVK01000052:23983-34941	1	0	0	1	0	0	10958	0	0	ser_ce,Phage_integrase
1281211.SAMN01885923	1281211.SAMN01885923.KE701949:340937-436860	4	0	0	0	0	1	95923	0	0	Int_SXT,DDE_Tnp_IS66,DDE_Tnp_IS66,rve,DDE_Tnp_IS66
1281211.SAMN01885923	1281211.SAMN01885923.KE701949:49020-120438	1	0	1	0	0	0	71418	14	0	ser_ce,Int_P2
1422756.SAMN02404339	1422756.SAMN02404339.KK236719:284168-303530	2	0	0	0	1	0	19362	0	3	Int_Tn916,DDE_Tnp_1,DDE_Tnp_1
48296.SAMN05022862	48296.SAMN05022862.MDIC01000156:95-14430	1	0	0	0	1	0	14335	0	1	rve,MobA_MobL
86662.SAMN04819589	86662.SAMN04819589.LXLW01000116:732-30058	2	0	0	0	1	0	29326	0	1	huh_y1,OrfB_IS605,Phage_integrase
869678.SAMN00113720	869678.SAMN00113720.AEZR02000053:213957-259489	1	0	1	0	0	0	45532	19	0	rve,Phage_integrase,Phage_GPA,ser_ce
584.SAMN03197609	584.SAMN03197609.JVHX01000029:1-18846	1	0	0	0	0	1	18845	0	0	DDE_Tnp_1,Int_SXT
57743.SAMEA2336297	57743.SAMEA2336297.CZLK01000023:16-83135	5	0	0	0	1	0	83119	0	15	Transposase_31,Phage_integrase,rve,DDE_Tnp_1_5,rve_3,rve,TrwC
550.SAMEA2273271	550.SAMEA2273271.FKHW01000030:765-19922	1	0	0	1	0	0	19157	0	0	Phage_integrase,DDE_Tnp_IS1
1401079.SAMN02641586	1401079.SAMN02641586.JALU01000024:96648-129891	2	0	0	0	1	0	33243	0	4	rve,Mob_Pre,rve
550.SAMEA2273283	550.SAMEA2273283.FKIV01000009:11673-65259	1	0	0	0	1	0	53586	0	10	rve_3,IntKX
1653434.SAMN03846811	1653434.SAMN03846811.LGAJ01000003:719652-726983	2	0	0	0	1	0	7331	0	1	huh_y1,Mob_Pre,huh_y1
1653434.SAMN03846811	1653434.SAMN03846811.LGAJ01000003:618-46845	5	0	0	0	1	0	46227	0	2	Relaxase,Phage_integrase,Phage_integrase,RitB,Phage_integrase,DDE_Tnp_IS66,DDE_Tnp_ISL3,rve,rve
287.SAMEA3374616	287.SAMEA3374616.CVUQ01000158:200508-269852	2	0	0	0	1	0	69344	0	19	IntKX,Transposase_mut,Transposase_31
1248436.SAMN02470706	1248436.SAMN02470706.ANFG01000004:55-181345	10	0	0	0	1	0	181290	0	2	Phage_integrase,DDE_Tnp_1,DDE_Tnp_1,DDE_Tnp_1,PDDEXK_2,rve,DDE_Tnp_1_6,DDE_Tnp_Tn3,ser_ce,PDDEXK_2,Phage_integrase,rve,rve,Phage_integrase
1280.SAMEA1469536	1280.SAMEA1469536.FGJD01000012:14045-21468	1	0	0	1	0	0	7423	0	0	Phage_integrase,TnpA
979209.SAMN00993248	979209.SAMN00993248.AKGS01000030:60923-71633	1	0	0	1	0	0	10710	0	0	Phage_integrase,TnpA
562.SAMN02911890	562.SAMN02911890.JPQG01000009:301-103292	2	0	0	0	1	0	102991	0	17	TrwC,ser_ce,DDE_Tnp_Tn3,ser_ce,Phage_integrase,DDE_Tnp_IS66
1496.SAMEA2239377	1496.SAMEA2239377.FUSJ01000008:134954-150969	1	0	0	0	0	1	16015	0	0	Int_Tn916,DDE_Tnp_1_6
1157398.SAMN00808893	1157398.SAMN00808893.KB948909:1-114911	8	0	0	0	1	0	114910	0	1	Relaxase,DDE_Tnp_IS240,Transposase_mut,Transposase_mut,Transposase_mut,DDE_Tnp_1,DDE_Tnp_1_6,huh_y1,Transposase_mut
90370.SAMEA1572860	90370.SAMEA1572860.CJPJ01000003:152142-190981	1	0	0	0	0	1	38839	0	0	rve_3,Int_SXT
931453.SAMN00627544	931453.SAMN00627544.AHVP01000024:27542-34248	1	0	0	1	0	0	6706	0	0	Phage_integrase,TnpA
1313.SAMEA1025188	1313.SAMEA1025188.CRTM01000014:747-18229	2	0	0	0	1	0	17482	0	1	DDE_Tnp_1_6,DDE_Tnp_1,Relaxase,ser_lsr
1473.SAMN05421787	1473.SAMN05421787.FTOS01000009:1-119732	1	0	0	0	0	1	119731	0	0	DDE_Tnp_ISL3,Rep_1
85569.SAMEA1522025	85569.SAMEA1522025.CTAR01000015:276-13141	2	0	0	1	0	0	12865	0	0	Phage_integrase,Transposase_mut,Transposase_mut
90370.SAMEA1406361	90370.SAMEA1406361.CJOC01000018:8755-42775	1	0	1	0	0	0	34020	14	0	rve,ser_ce
85569.SAMEA1522032	85569.SAMEA1522032.CVMK01000024:509-7191	1	0	0	1	0	0	6682	0	0	DDE_Tnp_IS240,Phage_integrase
1388167.SAMN02325291	1388167.SAMN02325291.KK006454:75-33969	1	0	0	0	0	1	33894	0	0	ser_lsr,rve
562.SAMN02949651	562.SAMN02949651.JYKB01000128:309-16013	1	0	0	1	0	0	15704	0	0	Phage_integrase,DDE_Tnp_IS1
1335321.SAMN02641624	1335321.SAMN02641624.JAOR01000067:1-28983	6	0	0	1	0	0	28982	0	0	rve,DDE_Tnp_1,DEDD_Tnp_IS110,rve,Myc,Transposase_mut,Transposase_mut
562.SAMN04334726	562.SAMN04334726.LOOH01000043:57610-91523	1	0	0	1	0	0	33913	0	0	Phage_integrase,Phage_integrase,Phage_integrase,rve_3
319705.SAMEA2259653	319705.SAMEA2259653.FSET01000004:22688-68639	2	0	0	1	0	0	45951	0	0	TnpA,Phage_integrase,Tn7_Tnp_TnsA_N
573.SAMN04868738	573.SAMN04868738.LXML01000028:628-35957	5	0	0	0	1	0	35329	1	2	TrwC,TnpR,DDE_Tnp_Tn3,rve,DDE_Tnp_1,DDE_Tnp_1,ser_ce,DDE_Tnp_Tn3
903918.SAMN00761241	903918.SAMN00761241.AMZS01000072:28161-61008	1	0	0	0	0	1	32847	0	0	Int_SXT,Transposase_mut
562.SAMN05928952	562.SAMN05928952.MOIT01000010:56-5439	1	0	0	0	0	1	5383	0	0	DDE_Tnp_IS1,Int_SXT
562.SAMEA1531046	562.SAMEA1531046.CYFP01000049:64-15334	2	0	0	1	0	0	15270	0	0	DDE_Tnp_IS240,Phage_integrase,DDE_Tnp_Tn3
1580.SAMN03144671	1580.SAMN03144671.JXUF01000005:469-44348	2	0	0	0	1	0	43879	0	2	rve,rve
57743.SAMEA2336276	57743.SAMEA2336276.CZNP01000040:118-22742	2	0	0	1	0	0	22624	0	0	OrfB_IS605,Transposase_31,Phage_integrase
562.SAMN03775349	562.SAMN03775349.LFHZ01000032:39211-56616	1	0	0	0	0	1	17405	1	0	ser_ce,Int_SXT
511.SAMN06200344	511.SAMN06200344.MSZN01000002:116753-136743	1	0	0	1	0	0	19990	0	0	Phage_integrase,TnpR
1235786.SAMN01730984	1235786.SAMN01730984.KE159465:121942-155912	1	0	0	0	1	0	33970	0	1	Int_CTnDOT,DDE_Tnp_ISL3,Int_CTnDOT
1235786.SAMN01730984	1235786.SAMN01730984.KE159465:1053690-1078641	1	0	0	0	0	1	24951	0	0	Int_CTnDOT,PDDEXK_2
550.SAMEA2273176	550.SAMEA2273176.FKEH01000013:483-86268	2	0	0	1	0	0	85785	0	0	Phage_integrase,Int_P2,rve,rve
487.SAMEA2674327	487.SAMEA2674327.FFBX01000001:146-43196	1	0	1	0	0	0	43050	9	0	DDE_Tnp_1,Int_SXT
1720565.SAMN04091131	1720565.SAMN04091131.LJYH01000028:253335-293986	1	0	0	1	0	0	40651	0	0	Phage_integrase,TnpA,Phage_integrase,Phage_integrase
1686310.SAMN04505063	1686310.SAMN04505063.CP015821:2320370-2334730	1	0	0	1	0	0	14360	0	0	Phage_integrase,ser_ce
1686310.SAMN04505063	1686310.SAMN04505063.CP015821:1071594-1264941	1	0	0	1	0	0	193347	0	0	ser_ce,Phage_integrase
1686310.SAMN04505063	1686310.SAMN04505063.CP015821:2562906-2589695	1	0	0	0	0	1	26789	0	0	Int_P2,ser_ce
636.SAMN05415001	636.SAMN05415001.MBLV01000025:283-33720	4	0	0	0	1	0	33437	0	2	DDE_Tnp_Tn3,ser_ce,rve,DDE_Tnp_IS240,Transposase_31,TrwC
446.SAMN03379010	446.SAMN03379010.CP011105:2699534-2861500	7	0	0	0	1	0	161966	0	22	Phage_integrase,Relaxase,Transposase_mut,Phage_integrase,Phage_integrase,Relaxase,DDE_3,DDE_Tnp_ISL3,DDE_3,DDE_Tnp_ISL3,rve,rve
446.SAMN03379010	446.SAMN03379010.CP011105:2321786-2392105	2	0	0	0	1	0	70319	0	14	Phage_integrase,DDE_Tnp_ISL3,DDE_Tnp_ISL3
446.SAMN03379010	446.SAMN03379010.CP011105:171432-242288	2	0	0	0	1	0	70856	0	9	cas1,MobA_MobL,Int_BPP-1,DDE_Tnp_ISL3
446.SAMN03379010	446.SAMN03379010.CP011105:3066629-3143753	1	0	0	0	1	0	77124	0	13	DDE_Tnp_ISL3,Int_SXT
1280.SAMEA1317487	1280.SAMEA1317487.FFWB01000028:67-30256	1	0	0	0	0	1	30189	0	0	rve,ser_lsr
1313.SAMEA2383197	1313.SAMEA2383197.FELL01000010:14462-33634	1	0	0	1	0	0	19172	0	0	Phage_integrase,DDE_Tnp_1_4
640205.SAMN05216381	640205.SAMN05216381.FNBM01000007:62413-240399	1	0	0	1	0	0	177986	0	0	rve,Phage_integrase
573.SAMN04158278	573.SAMN04158278.LNGV01000097:453-12548	1	0	0	1	0	0	12095	0	0	Phage_integrase,OrfB_IS605
1446752.SAMN02352918	1446752.SAMN02352918.JHLA01000103:43-14618	1	0	0	1	0	0	14575	0	0	Phage_integrase,rve,Phage_integrase
1392075.SAMN02334683	1392075.SAMN02334683.KI990358:75-33968	1	0	0	0	0	1	33893	0	0	ser_lsr,rve
573.SAMN05301552	573.SAMN05301552.MAPI01000187:277-22887	2	0	0	0	1	0	22610	0	2	ser_ce,Transposase_31,TrwC
562.SAMN02640716	562.SAMN02640716.JHRW01000035:1841-11389	1	0	0	1	0	0	9548	0	0	Phage_integrase,ser_ce
180878.SAMN05934519	180878.SAMN05934519.NFDD01000037:1-65628	1	0	0	1	0	0	65627	0	0	Phage_integrase,OrfB_IS605
95486.SAMN05001801	95486.SAMN05001801.MUPT01000019:217477-309675	3	0	0	0	1	0	92198	0	21	Int_SXT,rve,DDE_Tnp_IS240,rve
1388378.SAMN02325502	1388378.SAMN02325502.KK016402:87-10040	1	0	0	1	0	0	9953	0	0	Phage_integrase,TnpA,ser_lsr
90370.SAMEA1930162	90370.SAMEA1930162.CJJJ01000012:33-74952	1	0	0	0	0	1	74919	6	21	Int_P2,Transposase_31
857125.SAMN02429077	857125.SAMN02429077.AHSL01000005:281-2987	1	0	0	1	0	0	2706	0	0	DDE_Tnp_1,Phage_integrase
208224.SAMN03732729	208224.SAMN03732729.LEDC01000038:65-5338	2	0	0	1	0	0	5273	0	0	ser_ce,rve,Phage_integrase
1115997.SAMN00829025	1115997.SAMN00829025.AQFC01000063:205-40014	3	0	0	0	1	0	39809	0	8	DDE_Tnp_IS1,ser_ce,Relaxase,DDE_Tnp_Tn3,Phage_integrase,DDE_Tnp_IS1
1844097.SAMEA3442622	1844097.SAMEA3442622.CVTJ01000043:52754-74730	1	0	0	0	0	1	21976	1	0	Int_P2,ser_ce
989397.SAMN04147118	989397.SAMN04147118.LMCD01000021:140-15633	1	0	0	0	1	0	15493	0	1	rve_3,Int_P2,TrwC
299766.SAMN04252937	299766.SAMN04252937.LPOX01000098:394825-596425	2	0	1	0	0	0	201600	36	0	ser_ce,ser_ce,Phage_integrase,Phage_GPA,Phage_GPA,DDE_Tnp_IS1,Phage_integrase
301102.SAMN04252926	301102.SAMN04252926.LPPI01000002:33-77564	1	0	0	0	1	0	77531	0	15	TrwC,Phage_integrase,DDE_3,Phage_integrase
1280.SAMEA1464289	1280.SAMEA1464289.FFYG01000027:52-30241	1	0	0	0	0	1	30189	0	0	ser_lsr,rve
446.SAMEA2060122	446.SAMEA2060122.FJCS01000001:233962-253201	4	0	0	1	0	0	19239	0	0	DDE_Tnp_ISL3,rve,rve,DDE_Tnp_ISL3,Phage_integrase
1769292.SAMN04321321	1769292.SAMN04321321.LPVH01000195:17-38911	1	0	0	0	1	0	38894	0	2	Phage_integrase,ser_ce,Int_P2
1422302.SAMN02403852	1422302.SAMN02403852.KK099813:320-8630	1	0	0	0	0	1	8310	0	0	ser_ce,Rep_1
332186.SAMN03704056	332186.SAMN03704056.LDOA01000001:3212155-3247562	3	0	0	0	0	1	35407	0	0	DDE_Tnp_1,DDE_Tnp_1,DDE_Tnp_1,Int_SXT
332186.SAMN03704056	332186.SAMN03704056.LDOA01000001:683210-782387	3	1	0	1	0	0	99177	0	0	Integron,Phage_integrase,DDE_Tnp_1,Phage_integrase,rve,DDE_Tnp_Tn3,Phage_integrase
332186.SAMN03704056	332186.SAMN03704056.LDOA01000001:4067990-4113969	5	0	0	1	0	0	45979	0	0	DDE_Tnp_1,Phage_integrase,DDE_Tnp_1,DDE_Tnp_1,Int_BPP-1,Transposase_mut,DDE_Tnp_1
332186.SAMN03704056	332186.SAMN03704056.LDOA01000001:1703818-1720748	1	0	0	0	0	1	16930	0	0	Int_CTnDOT,ser_ce
332186.SAMN03704056	332186.SAMN03704056.LDOA01000001:1172590-1189536	2	1	0	1	0	0	16946	0	0	Phage_integrase,DDE_Tnp_1,DDE_3,Integron
332186.SAMN03704056	332186.SAMN03704056.LDOA01000001:4387266-4411176	0	1	0	1	0	0	23910	0	0	Phage_integrase,Integron
332186.SAMN03704056	332186.SAMN03704056.LDOA01000001:37-82209	11	0	0	1	0	0	82172	0	0	DDE_Tnp_1_5,DDE_Tnp_1_5,Int_BPP-1,huh_y1,OrfB_IS605,huh_y1,OrfB_IS605,OrfB_IS605,OrfB_IS605,huh_y1,DDE_Tnp_IS66,DDE_Tnp_1
332186.SAMN03704056	332186.SAMN03704056.LDOA01000001:4464043-4541680	1	0	0	1	0	0	77637	0	0	DDE_3,Phage_integrase,Int_SXT
332186.SAMN03704056	332186.SAMN03704056.LDOA01000001:1097087-1146200	1	0	0	1	0	0	49113	0	0	Phage_integrase,Phage_integrase,DDE_Tnp_1
573.SAMEA3531884	573.SAMEA3531884.FLXL01000061:166-14159	1	0	0	1	0	0	13993	0	0	DDE_Tnp_IS66,Phage_integrase
294.SAMN03381145	294.SAMN03381145.LACC01000020:94987-106056	1	0	0	1	0	0	11069	0	0	ser_ce,Phage_integrase
55207.SAMN02999474	55207.SAMN02999474.JQHM01000014:1275-82519	1	0	0	0	1	0	81244	0	20	Int_SXT,rve_3
1198452.SAMN02415236	1198452.SAMN02415236.AMWD01000001:2388365-2454541	1	0	0	0	0	1	66176	0	0	Int_SXT,rve
272843.SAMN02604085	272843.SAMN02604085.AE004439:2171936-2186590	1	0	0	1	0	0	14654	0	0	DDE_Tnp_IS1,Phage_integrase,Phage_integrase
28901.SAMN03357124	28901.SAMN03357124.MXCG01000002:2088-15883	1	0	0	1	0	0	13795	0	0	Transposase_mut,Phage_integrase,Phage_integrase
1313.SAMEA1026149	1313.SAMEA1026149.CLGT01000001:69956-155294	1	0	0	0	1	0	85338	0	6	Xer,Int_Tn916,Relaxase,huh_y1,Phage_integrase,Phage_integrase
1413457.SAMN02391284	1413457.SAMN02391284.KK223421:107035-112382	1	0	0	1	0	0	5347	0	0	Phage_integrase,TnpA
1311.SAMN03435003	1311.SAMN03435003.LBLI01000043:221949-274854	1	0	0	0	1	0	52905	1	2	DDE_Tnp_IS240,ser_lsr
1307.SAMEA3234070	1307.SAMEA3234070.CEBS01000006:93578-172208	1	0	0	0	1	0	78630	0	6	DDE_Tnp_1_4,ser_lsr,Int_Tn916,Relaxase,Int_Tn916
1422420.SAMN02404003	1422420.SAMN02404003.KK227634:82124-101486	2	0	0	0	1	0	19362	0	3	Int_Tn916,DDE_Tnp_1,DDE_Tnp_1
1844095.SAMEA3442620	1844095.SAMEA3442620.CVTO01000057:159-16297	2	0	0	1	0	0	16138	0	0	DDE_Tnp_1,Phage_integrase,DDE_Tnp_1
1545044.SAMN02927206	1545044.SAMN02927206.JRKQ01000016:167-45003	2	0	0	0	0	1	44836	1	0	ser_lsr,DDE_Tnp_1_2,DEDD_Tnp_IS110
180891.SAMN05934514	180891.SAMN05934514.NFCY01000025:482698-535423	1	0	0	1	0	0	52725	1	0	ser_ce,Phage_integrase
90370.SAMEA2161914	90370.SAMEA2161914.CJCT01000006:146996-221537	1	0	0	0	0	1	74541	6	20	Transposase_31,Int_P2
1265634.SAMEA2272083	1265634.SAMEA2272083.CARI01000053:72-32956	1	0	0	0	1	0	32884	0	1	IntKX,rve_3
287.SAMN03031237	287.SAMN03031237.JRGP01000059:6021-33295	1	0	0	1	0	0	27274	0	0	rve,Phage_integrase
90371.SAMN03941124	90371.SAMN03941124.LUIY01000038:357-26478	1	0	0	0	1	0	26121	0	9	DDE_Tnp_Tn3,DDE_Tnp_IS240
1392029.SAMN02334637	1392029.SAMN02334637.KI988635:1-7304	1	0	0	1	0	0	7303	0	0	Phage_integrase,TnpA
883092.SAMN02463885	883092.SAMN02463885.JH932272:413102-482168	1	0	0	0	1	0	69066	0	3	Int_Tn916,DDE_Tnp_1
598.SAMN04962054	598.SAMN04962054.MLUX01000003:41019-56305	1	0	0	0	0	1	15286	0	0	Int_SXT,ser_ce
789642.SAMN00811533	789642.SAMN00811533.AHTJ01000021:40908-56440	1	0	0	0	0	1	15532	0	0	Int_SXT,ser_ce
1281151.SAMN01885863	1281151.SAMN01885863.KE701156:811051-872744	3	0	0	0	0	1	61693	0	0	Int_SXT,rve,DDE_Tnp_ISL3,rve
562.SAMN03922975	562.SAMN03922975.LQTT01000067:96413-129784	1	0	0	0	1	0	33371	0	1	rve_3,Relaxase,Phage_integrase,Phage_integrase
85569.SAMEA1568513	85569.SAMEA1568513.CQGM01000013:77814-117015	1	0	1	0	0	0	39201	4	0	Phage_integrase,huh_y1
562.SAMN06311279	562.SAMN06311279.NEFR01000081:413-13580	1	0	0	1	0	0	13167	0	0	rve,Phage_integrase
57743.SAMEA2336297	57743.SAMEA2336297.CZLK01000008:16156-34993	1	0	0	1	0	0	18837	1	0	Phage_integrase,Phage_integrase,Transposase_mut
766224.SAMN04279322	766224.SAMN04279322.LNQW01000016:772-116178	7	0	0	0	1	0	115406	0	16	ser_ce,DDE_Tnp_IS66,rve,Transposase_mut,Transposase_mut,ser_ce,DDE_Tnp_ISL3,DDE_Tnp_ISL3
568095.SAMN02368824	568095.SAMN02368824.MYTX01000006:77-49678	1	0	0	0	1	0	49601	0	8	rve_3,Int_SXT
1185650.SAMEA2275858	1185650.SAMEA2275858.FSKD01000003:126-50488	1	0	0	0	0	1	50362	1	0	Transposase_mut,Cyan,Int_Tn916
562.SAMN03455859	562.SAMN03455859.LDCW01000028:40387-123827	7	0	0	0	0	1	83440	0	0	Int_SXT,DDE_Tnp_IS1,DDE_Tnp_IS66,rve,DDE_Tnp_IS66,DDE_Tnp_IS66,DDE_Tnp_IS66,rve
1418395.SAMN02402608	1418395.SAMN02402608.KK096311:43315-74529	2	0	0	0	0	1	31214	0	0	DDE_Tnp_IS240,DDE_Tnp_1,ser_lsr
90370.SAMEA2153683	90370.SAMEA2153683.CUYN01000006:146997-221915	1	0	0	0	0	1	74918	6	20	Transposase_31,Int_P2
1590.SAMN05717728	1590.SAMN05717728.MKDF01000025:150-21317	2	0	0	0	1	0	21167	0	1	DEDD_Tnp_IS110,rve
1122153.SAMN02440837	1122153.SAMN02440837.AUHQ01000033:503-7784	1	0	0	0	0	1	7281	0	0	rve,ser_lsr
211114.SAMN02645229	211114.SAMN02645229.JOEF01000004:165-477678	1	0	0	0	0	1	477513	1	0	DDE_Tnp_1_2,Int_Tn916
738.SAMN02953022	738.SAMN02953022.CP009158:354785-418866	1	0	0	0	0	1	64081	1	0	DDE_Tnp_IS1595,Int_SXT,Int_SXT
1280.SAMEA1464212	1280.SAMEA1464212.FGHZ01000027:307-15928	1	0	0	0	0	1	15621	0	0	DDE_Tnp_1,ser_lsr
85569.SAMEA1568521	85569.SAMEA1568521.CFOA01000001:41069-80105	3	0	0	0	0	1	39036	0	0	Int_SXT,rve,rve,ser_ce
