specI	genomeID	kingdom	phylum	class	order	family	genus	species	assembly_status	Marker_lineage	checkM_completness	checkM_contamination
specI_v3_Cluster314	148942.SAMEA1032989	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032990	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032991	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032992	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032993	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032994	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032995	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032998	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032999	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033001	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033002	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033003	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033004	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033005	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033006	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033007	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033009	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033010	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033011	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033013	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033014	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033015	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033016	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033019	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033020	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	99.81	0.38
specI_v3_Cluster314	148942.SAMEA1033021	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033022	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033023	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033025	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033026	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033027	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033028	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033030	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033031	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033032	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033034	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033035	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033036	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033037	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1033040	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	99.81	0.38
specI_v3_Cluster314	148942.SAMN04221176	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMN04221177	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMN04226682	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMN04516914	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	99.24	0.38
specI_v3_Cluster314	148942.SAMN04516924	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	98.67	0.38
specI_v3_Cluster314	148942.SAMN04516925	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	98.48	0.38
specI_v3_Cluster314	148942.SAMN04517128	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	98.86	0.38
specI_v3_Cluster2206	1489678.SAMN02746165	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus_sp._RL	WGS	k__Bacteria_(UID2142)	98.73	0
specI_v3_Cluster3147	1490.SAMN06022750	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Paraclostridium	Paraclostridium_bifermentans	WGS	o__Clostridiales_(UID1120)	99.3	1.4
specI_v3_Cluster4574	1490052.SAMN04528779	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus_sp._B2M1	Complete	f__Bacillaceae_(UID830)	99.44	0.71
specI_v3_Cluster4574	1490057.SAMN04528789	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus_sp._B7M1	Complete	f__Bacillaceae_(UID830)	99.44	0.71
specI_v3_Cluster1616	1491.SAMD00024166	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.23	0
specI_v3_Cluster3296	1491.SAMN03012839	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	o__Clostridiales_(UID1375)	100	0.04
specI_v3_Cluster3296	1491.SAMN03012885	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	o__Clostridiales_(UID1375)	100	0.4
specI_v3_Cluster1616	1491.SAMN03114998	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.31	0.69
specI_v3_Cluster1616	1491.SAMN03169465	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	93.58	1.03
specI_v3_Cluster1616	1491.SAMN03169466	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	90.4	0
specI_v3_Cluster1616	1491.SAMN03169471	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	90.92	0
specI_v3_Cluster1616	1491.SAMN03169476	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	92.05	0
specI_v3_Cluster3804	1491.SAMN03197918	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	o__Clostridiales_(UID1375)	98.77	0
specI_v3_Cluster1616	1491.SAMN03274242	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.23	0.69
specI_v3_Cluster3296	1491.SAMN03283906	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	o__Clostridiales_(UID1375)	100	0.16
specI_v3_Cluster3296	1491.SAMN03284339	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	Complete	o__Clostridiales_(UID1375)	99.19	0
specI_v3_Cluster3296	1491.SAMN03284354	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	Complete	o__Clostridiales_(UID1375)	99.19	0
specI_v3_Cluster1616	1491.SAMN03418622	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.31	0.1
specI_v3_Cluster1616	1491.SAMN03779946	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.21	0.69
specI_v3_Cluster1616	1491.SAMN03779947	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.31	0.69
specI_v3_Cluster1616	1491.SAMN03779948	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.21	0
specI_v3_Cluster1616	1491.SAMN03779949	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.14	0
specI_v3_Cluster1616	1491.SAMN03779950	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.21	0
specI_v3_Cluster1616	1491.SAMN03779951	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	98.52	0
specI_v3_Cluster1616	1491.SAMN03779952	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.21	0.69
specI_v3_Cluster1616	1491.SAMN03779953	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.14	0.69
specI_v3_Cluster1616	1491.SAMN03779954	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.21	0.69
specI_v3_Cluster1616	1491.SAMN03779955	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.23	0.69
specI_v3_Cluster1616	1491.SAMN03779956	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	98.54	0
specI_v3_Cluster1616	1491.SAMN03779957	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.23	3.91
specI_v3_Cluster1616	1491.SAMN03779958	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.14	0.69
specI_v3_Cluster1616	1491.SAMN03779959	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.23	0
specI_v3_Cluster1616	1491.SAMN03779960	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.14	0.69
specI_v3_Cluster1616	1491.SAMN03779961	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.23	0
specI_v3_Cluster1616	1491.SAMN03779962	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.14	0.1
specI_v3_Cluster1616	1491.SAMN03779963	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.23	0.1
specI_v3_Cluster1616	1491.SAMN03779964	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.23	0.1
specI_v3_Cluster1616	1491.SAMN03779965	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.31	0
specI_v3_Cluster1616	1491.SAMN03779966	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.21	0.23
specI_v3_Cluster1616	1491.SAMN03779967	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.23	0
specI_v3_Cluster1616	1491.SAMN03779968	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.23	0
specI_v3_Cluster1616	1491.SAMN03779969	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.31	0
specI_v3_Cluster1616	1491.SAMN03779970	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.23	0.1
specI_v3_Cluster1616	1491.SAMN03779971	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.21	0.1
specI_v3_Cluster1616	1491.SAMN03779972	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.14	0.1
specI_v3_Cluster1616	1491.SAMN03779973	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.23	0
specI_v3_Cluster1616	1491.SAMN03779974	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.31	0
specI_v3_Cluster1616	1491.SAMN03779975	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.23	0
specI_v3_Cluster1616	1491.SAMN03779976	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.14	0
specI_v3_Cluster1616	1491.SAMN03779977	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.14	0
specI_v3_Cluster1616	1491.SAMN03779978	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.23	0
specI_v3_Cluster1616	1491.SAMN03779979	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.23	0
specI_v3_Cluster1616	1491.SAMN03779980	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.23	0
specI_v3_Cluster1616	1491.SAMN03779981	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.14	0.69
specI_v3_Cluster1616	1491.SAMN03779982	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.23	0
specI_v3_Cluster1616	1491.SAMN03779983	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.31	0.79
specI_v3_Cluster1616	1491.SAMN03779984	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.31	1.38
specI_v3_Cluster1616	1491.SAMN03779985	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.31	0
specI_v3_Cluster1616	1491.SAMN03779986	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.31	0
specI_v3_Cluster1616	1491.SAMN03779987	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.14	0.69
specI_v3_Cluster1616	1491.SAMN03779988	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.23	0
specI_v3_Cluster1616	1491.SAMN03779989	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.31	0.08
specI_v3_Cluster1616	1491.SAMN03779990	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.14	0.08
specI_v3_Cluster1616	1491.SAMN03779991	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.23	0.08
specI_v3_Cluster1616	1491.SAMN03779992	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.21	3.22
specI_v3_Cluster3296	1491.SAMN03779993	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	o__Clostridiales_(UID1375)	99.11	1.19
specI_v3_Cluster3296	1491.SAMN03779994	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	o__Clostridiales_(UID1375)	100	0
specI_v3_Cluster3296	1491.SAMN03779995	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	o__Clostridiales_(UID1375)	98.39	0.9
specI_v3_Cluster3296	1491.SAMN03779996	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	o__Clostridiales_(UID1375)	99.19	0.9
specI_v3_Cluster3296	1491.SAMN03779997	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	o__Clostridiales_(UID1375)	99.19	0
specI_v3_Cluster3296	1491.SAMN03779998	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	o__Clostridiales_(UID1375)	99.19	0.56
specI_v3_Cluster3296	1491.SAMN03779999	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	o__Clostridiales_(UID1375)	100	0.16
specI_v3_Cluster3296	1491.SAMN03780000	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	o__Clostridiales_(UID1375)	99.19	0
specI_v3_Cluster3296	1491.SAMN03780001	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	o__Clostridiales_(UID1375)	99.19	0.81
specI_v3_Cluster1616	1491.SAMN03780006	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.14	0
specI_v3_Cluster1616	1491.SAMN03787459	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	g__Clostridium_(UID1380)	99.23	0
specI_v3_Cluster3296	1491.SAMN03787460	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_botulinum	WGS	o__Clostridiales_(UID1375)	100	0
